zucchini,1333
bottle,135
eggs,476
cigarette,1334
storefronts,1008
moss,1009
nothing,687
refrigerator,74
windows,169
clear,126
reflections,1335
barrel,853
stones,198
loveseat,1336
asphalt,138
dirt bike,1337
hillside,1010
cds,1338
chain link,1011
nervous,854
scooter,455
circle,92
porcupine,855
triangle,129
sunny,69
trees,50
silk,628
banner,629
chimney,751
forty-five,1049
catcher,217
motorcycles,309
gloves,1340
x,503
river,360
archways,1341
bars,571
stump,1012
tarps,1342
lion,372
bare,1343
sea,1344
portrait,1345
arm,572
barn,573
pictures,409
fans,857
plywood,752
propellor,856
mailbox,753
spray,754
zipper,1346
bronze,574
restaurant,1013
baseball bat,341
archway,859
pavers,1347
cinderblocks,1348
eggplant,1349
cakes,1014
point,1350
forklift,1351
village,1352
goats,410
lizards,1353
brick,72
twenty-eight,1354
ram,437
squirrel,630
fire,755
plants,211
fur,504
straight,1355
twenty,1356
rope,347
tow truck,1016
cages,860
lava lamp,1357
ducks,477
decoration,1358
nightstand,1359
hair drier,575
shirt,576
windmill,1360
cement,117
stripe,861
sandals,1017
spices,1244
chickens,1018
concrete,83
flags,478
hotdog,577
eyeglasses,1019
tables,538
cut,1361
cup,98
stainless steel,505
advertisements,1020
pillars,862
kites,1362
excited,578
surprised,689
bin,1363
emergency,1021
skateboards,1364
potted plant,145
pillar,756
glove,757
baseball glove,281
forty-four,1022
bamboo,318
cones,539
spring,187
phone,430
marker,1365
palm,323
clown,1457
mirror,183
cork board,1172
electric,1366
scale,1367
pen,758
eating,64
bookshelves,1368
"nine thousand, six hundred and eighty-one",1369
rug,249
step,759
whiteboard,691
mcdonald's,1370
oatmeal,1024
beans,760
renfe,1025
block,631
garbage,761
pentagon,1026
canal,1371
doll,1372
bored,579
mountains,144
poster,692
relaxed,1373
boys,1227
line,693
dull,1374
shutters,1375
penguin,580
skull,762
fries,394
planes,1376
wine glass,163
national express,1377
geese,763
playing frisbee,310
m,1027
curb,764
home,863
cafe,1028
cotton,373
rainbow,1029
rainy,140
lemon,1378
polygon,1379
peach,1380
tarp,1030
nice,1031
metal?,1381
spectators,540
mustard,1382
cobblestone,276
posters,765
desert,1032
structure,694
land,632
e,1383
vehicles,456
parking meter,329
berries,1033
buffalo,695
stroller,991
cheetos,1385
desserts,766
windy,395
gold,100
shack,1386
gravel,189
fences,1034
garden,1387
dessert,282
wave,230
spoon,142
llama,1388
drinking,160
legos,396
snowboards,1389
rack,864
spaghetti,767
sausage,865
cupcakes,866
paintings,1035
pipes,1036
man's,1037
clipboard,1390
poles,541
blender,1391
bird,55
slabs,1038
toast,542
leg,1392
kangaroo,506
focused,867
sink,96
fifteen,297
cyclist,1393
sports ball,397
hexagon,374
twenty-six,1039
shovel,1394
apple,115
heart,177
thirty-one,1395
baskets,1396
motor,1397
duck,286
oval,143
cloud,507
standing,73
frog,581
eleven,105
camera,543
crab,1398
vehicle,330
pencil,1041
trail,582
train,31
rabbit,479
baby,1399
women,1400
crosses,1401
animals,633
arched,287
salad,247
tunnel,1042
donut,78
arches,508
napkins,509
parquet,1402
wedge,1257
picture,337
tar,768
semi-circle,1403
carrot,107
tan,57
onions,869
hangar,1404
lamb,480
six,33
lamp,259
forest,375
animal,769
circular,161
buildings,136
blocks,870
db,537
wallpaper,583
notebook,1043
faucets,1044
ties,871
tomato,1045
light,253
counter,635
cutlery,1405
linen,1406
bakery,1407
minivan,584
swimming,154
antelope,770
meter,1046
motorcycle,54
horns,1047
broom,1048
orange,23
silo,1339
parabola,1408
flour,771
material,1409
bat,544
oranges,324
dock,1050
snake,1410
hands,545
cage,872
footstool,1411
tram,1412
slide,1413
blacktop,1051
thirty-eight,1414
tray,1415
glasses,311
tents,510
globe,873
books,245
thirteen,137
hippopotamus,1417
hedges,431
valve,1418
playground,1052
red,10
oblong,481
umbrella,185
fourteen,149
dumpster,874
crockpot,1419
yard,1420
skateboard,218
yarn,636
chilly,1053
barriers,1421
motorbikes,875
seventy-six,1422
tennis racket,133
umbrellas,546
lacoste,1423
monkey,298
bears,342
pots,1424
beard,1054
shell,876
stars,316
shorts,877
shelf,361
school bus,1425
manhole,1426
steel,174
bed,41
sculpture,1055
carrots,411
curved,255
microphone,398
sprinkles,1427
dishes,1428
cranes,772
waffles,878
bagel,1429
soap,1430
vegetation,376
camper,1056
visa,1431
eight,65
handbag,122
evergreens,1432
hot dog,87
doesnotapply,0
upset,1433
face,637
pipe,511
construction,1471
painting,432
teddy bear,151
feline,696
kite,250
stove,457
indoor,14
crate,1058
bikes,412
ottoman,482
fear,1059
shield,1434
mugs,1435
planter,880
tire,399
jar,773
terminal,1060
tape,774
playing tennis,219
piano,1061
cube,1436
handle,638
watching,697
stripes,413
bear,70
beak,585
striped,775
chips,698
styrofoam,377
gray,17
trucks,1062
mercedes,1437
hardwood,273
appliance,1438
puddle,954
computer,547
slanted,1063
driveway,1439
skateboarding,36
racket,483
wire,178
purses,1064
frustrated,1440
pants,1065
astroturf,1066
cauliflower,1441
joy,639
buckets,1442
one thousand and fifty-eight,1241
stucco,640
ramp,512
boulders,484
rams,1067
doorway,485
canopy,1068
vent,1069
statues,1070
wall,108
denim,225
cf,1444
cd,1445
oregano,1446
table,166
motorbike,378
traffic light,414
reindeer,1071
chalkboard,1072
curtain,222
airplanes,881
sausages,1447
bull,325
smoking,1448
plaid,586
runway,1073
rectangular,130
chalk,1074
bathtub,513
rooster,587
conical,1075
balloon,1076
headlight,319
cross,400
apricots,1449
speaker,588
shuttle,1077
hippos,1450
tomatoes,379
suede,882
ball,343
drink,777
octagon,128
dust,1078
whale,1079
broccoli,80
octagons,883
reflection,699
records,1451
overcast,132
fighting,1452
spectator,1453
awning,778
drawing,1080
spherical,1081
two hundred and forty-two,1454
stores,1455
bananas,244
camel,641
batteries,1082
clocks,884
seats,779
fire hydrant,221
happiness,268
bell,780
sky,173
lake,401
bench,121
wet,642
jars,589
balloons,885
knob,1456
ledge,1476
five,21
desk,277
propeller,303
doughnut,643
pier,548
flamingo,886
chairs,288
sofa,402
candy,1023
garage,887
italian,590
shed,644
scared,591
church,433
hair,645
flush,1458
flying kites,278
leaf,549
shrub,592
dunes,1459
kettle,1460
chains,1083
pepper,781
hose,1461
lighthouse,782
telling time,1462
pasta,515
slug,1463
boards,1084
saddle,1464
column,783
seeds,1465
beige,93
puppies,1466
pastries,646
owl,516
letters,593
stop sign,331
tag,700
mushrooms,594
trunks,1467
brush,415
female,403
birdhouse,1468
van,203
elastic,1469
stainless,888
vegetables,246
spiral,486
semicircle,1470
ivory,701
bus,47
triangular,279
strawberries,879
bookshelf,404
eat,1085
dining table,16
carriage,1086
partly cloudy,1416
monument,1472
cake,44
trapezoid,1473
thirty-nine,1474
pie,889
pig,348
utensils,647
balcony,550
fencing,595
oak,1475
book,134
branch,514
granite,205
dresser,596
junk,1477
frisbee,39
star,208
footprints,1478
outlets,1479
foil,702
cliff,1087
samsung,1088
enclosure,1480
forty nine,1481
united,1482
muffler,1483
